date,year,quarter,month_num,month_name,year_month,day,day_of_week,is_weekend
2017-11-13,2017,Q4,11,November,2017-11,13,Monday,False
2017-11-14,2017,Q4,11,November,2017-11,14,Tuesday,False
2017-11-15,2017,Q4,11,November,2017-11,15,Wednesday,False
2017-11-16,2017,Q4,11,November,2017-11,16,Thursday,False
2017-11-17,2017,Q4,11,November,2017-11,17,Friday,False
2017-11-18,2017,Q4,11,November,2017-11,18,Saturday,True
2017-11-19,2017,Q4,11,November,2017-11,19,Sunday,True
2017-11-20,2017,Q4,11,November,2017-11,20,Monday,False
2017-11-21,2017,Q4,11,November,2017-11,21,Tuesday,False
2017-11-22,2017,Q4,11,November,2017-11,22,Wednesday,False
2017-11-23,2017,Q4,11,November,2017-11,23,Thursday,False
2017-11-24,2017,Q4,11,November,2017-11,24,Friday,False
2017-11-25,2017,Q4,11,November,2017-11,25,Saturday,True
2017-11-26,2017,Q4,11,November,2017-11,26,Sunday,True
2017-11-27,2017,Q4,11,November,2017-11,27,Monday,False
2017-11-28,2017,Q4,11,November,2017-11,28,Tuesday,False
2017-11-29,2017,Q4,11,November,2017-11,29,Wednesday,False
2017-11-30,2017,Q4,11,November,2017-11,30,Thursday,False
2017-12-01,2017,Q4,12,December,2017-12,1,Friday,False
2017-12-02,2017,Q4,12,December,2017-12,2,Saturday,True
2017-12-03,2017,Q4,12,December,2017-12,3,Sunday,True
2017-12-04,2017,Q4,12,December,2017-12,4,Monday,False
2017-12-05,2017,Q4,12,December,2017-12,5,Tuesday,False
2017-12-06,2017,Q4,12,December,2017-12,6,Wednesday,False
2017-12-07,2017,Q4,12,December,2017-12,7,Thursday,False
2017-12-08,2017,Q4,12,December,2017-12,8,Friday,False
2017-12-09,2017,Q4,12,December,2017-12,9,Saturday,True
2017-12-10,2017,Q4,12,December,2017-12,10,Sunday,True
2017-12-11,2017,Q4,12,December,2017-12,11,Monday,False
2017-12-12,2017,Q4,12,December,2017-12,12,Tuesday,False
2017-12-13,2017,Q4,12,December,2017-12,13,Wednesday,False
2017-12-14,2017,Q4,12,December,2017-12,14,Thursday,False
2017-12-15,2017,Q4,12,December,2017-12,15,Friday,False
2017-12-16,2017,Q4,12,December,2017-12,16,Saturday,True
2017-12-17,2017,Q4,12,December,2017-12,17,Sunday,True
2017-12-18,2017,Q4,12,December,2017-12,18,Monday,False
2017-12-19,2017,Q4,12,December,2017-12,19,Tuesday,False
2017-12-20,2017,Q4,12,December,2017-12,20,Wednesday,False
2017-12-21,2017,Q4,12,December,2017-12,21,Thursday,False
2017-12-22,2017,Q4,12,December,2017-12,22,Friday,False
2017-12-23,2017,Q4,12,December,2017-12,23,Saturday,True
2017-12-24,2017,Q4,12,December,2017-12,24,Sunday,True
2017-12-25,2017,Q4,12,December,2017-12,25,Monday,False
2017-12-26,2017,Q4,12,December,2017-12,26,Tuesday,False
2017-12-27,2017,Q4,12,December,2017-12,27,Wednesday,False
2017-12-28,2017,Q4,12,December,2017-12,28,Thursday,False
2017-12-29,2017,Q4,12,December,2017-12,29,Friday,False
2017-12-30,2017,Q4,12,December,2017-12,30,Saturday,True
2017-12-31,2017,Q4,12,December,2017-12,31,Sunday,True
2018-01-01,2018,Q1,1,January,2018-01,1,Monday,False
2018-01-02,2018,Q1,1,January,2018-01,2,Tuesday,False
2018-01-03,2018,Q1,1,January,2018-01,3,Wednesday,False
2018-01-04,2018,Q1,1,January,2018-01,4,Thursday,False
2018-01-05,2018,Q1,1,January,2018-01,5,Friday,False
2018-01-06,2018,Q1,1,January,2018-01,6,Saturday,True
2018-01-07,2018,Q1,1,January,2018-01,7,Sunday,True
2018-01-08,2018,Q1,1,January,2018-01,8,Monday,False
2018-01-09,2018,Q1,1,January,2018-01,9,Tuesday,False
2018-01-10,2018,Q1,1,January,2018-01,10,Wednesday,False
2018-01-11,2018,Q1,1,January,2018-01,11,Thursday,False
2018-01-12,2018,Q1,1,January,2018-01,12,Friday,False
2018-01-13,2018,Q1,1,January,2018-01,13,Saturday,True
2018-01-14,2018,Q1,1,January,2018-01,14,Sunday,True
2018-01-15,2018,Q1,1,January,2018-01,15,Monday,False
2018-01-16,2018,Q1,1,January,2018-01,16,Tuesday,False
2018-01-17,2018,Q1,1,January,2018-01,17,Wednesday,False
2018-01-18,2018,Q1,1,January,2018-01,18,Thursday,False
2018-01-19,2018,Q1,1,January,2018-01,19,Friday,False
2018-01-20,2018,Q1,1,January,2018-01,20,Saturday,True
2018-01-21,2018,Q1,1,January,2018-01,21,Sunday,True
2018-01-22,2018,Q1,1,January,2018-01,22,Monday,False
2018-01-23,2018,Q1,1,January,2018-01,23,Tuesday,False
2018-01-24,2018,Q1,1,January,2018-01,24,Wednesday,False
2018-01-25,2018,Q1,1,January,2018-01,25,Thursday,False
2018-01-26,2018,Q1,1,January,2018-01,26,Friday,False
2018-01-27,2018,Q1,1,January,2018-01,27,Saturday,True
2018-01-28,2018,Q1,1,January,2018-01,28,Sunday,True
2018-01-29,2018,Q1,1,January,2018-01,29,Monday,False
2018-01-30,2018,Q1,1,January,2018-01,30,Tuesday,False
2018-01-31,2018,Q1,1,January,2018-01,31,Wednesday,False
2018-02-01,2018,Q1,2,February,2018-02,1,Thursday,False
2018-02-02,2018,Q1,2,February,2018-02,2,Friday,False
2018-02-03,2018,Q1,2,February,2018-02,3,Saturday,True
2018-02-04,2018,Q1,2,February,2018-02,4,Sunday,True
2018-02-05,2018,Q1,2,February,2018-02,5,Monday,False
2018-02-06,2018,Q1,2,February,2018-02,6,Tuesday,False
2018-02-07,2018,Q1,2,February,2018-02,7,Wednesday,False
2018-02-08,2018,Q1,2,February,2018-02,8,Thursday,False
2018-02-09,2018,Q1,2,February,2018-02,9,Friday,False
2018-02-10,2018,Q1,2,February,2018-02,10,Saturday,True
2018-02-11,2018,Q1,2,February,2018-02,11,Sunday,True
2018-02-12,2018,Q1,2,February,2018-02,12,Monday,False
2018-02-13,2018,Q1,2,February,2018-02,13,Tuesday,False
2018-02-14,2018,Q1,2,February,2018-02,14,Wednesday,False
2018-02-15,2018,Q1,2,February,2018-02,15,Thursday,False
2018-02-16,2018,Q1,2,February,2018-02,16,Friday,False
2018-02-17,2018,Q1,2,February,2018-02,17,Saturday,True
2018-02-18,2018,Q1,2,February,2018-02,18,Sunday,True
2018-02-19,2018,Q1,2,February,2018-02,19,Monday,False
2018-02-20,2018,Q1,2,February,2018-02,20,Tuesday,False
2018-02-21,2018,Q1,2,February,2018-02,21,Wednesday,False
2018-02-22,2018,Q1,2,February,2018-02,22,Thursday,False
2018-02-23,2018,Q1,2,February,2018-02,23,Friday,False
2018-02-24,2018,Q1,2,February,2018-02,24,Saturday,True
2018-02-25,2018,Q1,2,February,2018-02,25,Sunday,True
2018-02-26,2018,Q1,2,February,2018-02,26,Monday,False
2018-02-27,2018,Q1,2,February,2018-02,27,Tuesday,False
2018-02-28,2018,Q1,2,February,2018-02,28,Wednesday,False
2018-03-01,2018,Q1,3,March,2018-03,1,Thursday,False
2018-03-02,2018,Q1,3,March,2018-03,2,Friday,False
2018-03-03,2018,Q1,3,March,2018-03,3,Saturday,True
2018-03-04,2018,Q1,3,March,2018-03,4,Sunday,True
2018-03-05,2018,Q1,3,March,2018-03,5,Monday,False
2018-03-06,2018,Q1,3,March,2018-03,6,Tuesday,False
2018-03-07,2018,Q1,3,March,2018-03,7,Wednesday,False
2018-03-08,2018,Q1,3,March,2018-03,8,Thursday,False
2018-03-09,2018,Q1,3,March,2018-03,9,Friday,False
2018-03-10,2018,Q1,3,March,2018-03,10,Saturday,True
2018-03-11,2018,Q1,3,March,2018-03,11,Sunday,True
2018-03-12,2018,Q1,3,March,2018-03,12,Monday,False
2018-03-13,2018,Q1,3,March,2018-03,13,Tuesday,False
2018-03-14,2018,Q1,3,March,2018-03,14,Wednesday,False
2018-03-15,2018,Q1,3,March,2018-03,15,Thursday,False
2018-03-16,2018,Q1,3,March,2018-03,16,Friday,False
2018-03-17,2018,Q1,3,March,2018-03,17,Saturday,True
2018-03-18,2018,Q1,3,March,2018-03,18,Sunday,True
2018-03-19,2018,Q1,3,March,2018-03,19,Monday,False
2018-03-20,2018,Q1,3,March,2018-03,20,Tuesday,False
2018-03-21,2018,Q1,3,March,2018-03,21,Wednesday,False
2018-03-22,2018,Q1,3,March,2018-03,22,Thursday,False
2018-03-23,2018,Q1,3,March,2018-03,23,Friday,False
2018-03-24,2018,Q1,3,March,2018-03,24,Saturday,True
2018-03-25,2018,Q1,3,March,2018-03,25,Sunday,True
2018-03-26,2018,Q1,3,March,2018-03,26,Monday,False
2018-03-27,2018,Q1,3,March,2018-03,27,Tuesday,False
2018-03-28,2018,Q1,3,March,2018-03,28,Wednesday,False
2018-03-29,2018,Q1,3,March,2018-03,29,Thursday,False
2018-03-30,2018,Q1,3,March,2018-03,30,Friday,False
2018-03-31,2018,Q1,3,March,2018-03,31,Saturday,True
2018-04-01,2018,Q2,4,April,2018-04,1,Sunday,True
2018-04-02,2018,Q2,4,April,2018-04,2,Monday,False
2018-04-03,2018,Q2,4,April,2018-04,3,Tuesday,False
2018-04-04,2018,Q2,4,April,2018-04,4,Wednesday,False
2018-04-05,2018,Q2,4,April,2018-04,5,Thursday,False
2018-04-06,2018,Q2,4,April,2018-04,6,Friday,False
2018-04-07,2018,Q2,4,April,2018-04,7,Saturday,True
2018-04-08,2018,Q2,4,April,2018-04,8,Sunday,True
2018-04-09,2018,Q2,4,April,2018-04,9,Monday,False
2018-04-10,2018,Q2,4,April,2018-04,10,Tuesday,False
2018-04-11,2018,Q2,4,April,2018-04,11,Wednesday,False
2018-04-12,2018,Q2,4,April,2018-04,12,Thursday,False
2018-04-13,2018,Q2,4,April,2018-04,13,Friday,False
2018-04-14,2018,Q2,4,April,2018-04,14,Saturday,True
2018-04-15,2018,Q2,4,April,2018-04,15,Sunday,True
2018-04-16,2018,Q2,4,April,2018-04,16,Monday,False
2018-04-17,2018,Q2,4,April,2018-04,17,Tuesday,False
2018-04-18,2018,Q2,4,April,2018-04,18,Wednesday,False
2018-04-19,2018,Q2,4,April,2018-04,19,Thursday,False
2018-04-20,2018,Q2,4,April,2018-04,20,Friday,False
2018-04-21,2018,Q2,4,April,2018-04,21,Saturday,True
2018-04-22,2018,Q2,4,April,2018-04,22,Sunday,True
2018-04-23,2018,Q2,4,April,2018-04,23,Monday,False
2018-04-24,2018,Q2,4,April,2018-04,24,Tuesday,False
2018-04-25,2018,Q2,4,April,2018-04,25,Wednesday,False
2018-04-26,2018,Q2,4,April,2018-04,26,Thursday,False
2018-04-27,2018,Q2,4,April,2018-04,27,Friday,False
2018-04-28,2018,Q2,4,April,2018-04,28,Saturday,True
2018-04-29,2018,Q2,4,April,2018-04,29,Sunday,True
2018-04-30,2018,Q2,4,April,2018-04,30,Monday,False
2018-05-01,2018,Q2,5,May,2018-05,1,Tuesday,False
2018-05-02,2018,Q2,5,May,2018-05,2,Wednesday,False
2018-05-03,2018,Q2,5,May,2018-05,3,Thursday,False
2018-05-04,2018,Q2,5,May,2018-05,4,Friday,False
2018-05-05,2018,Q2,5,May,2018-05,5,Saturday,True
2018-05-06,2018,Q2,5,May,2018-05,6,Sunday,True
2018-05-07,2018,Q2,5,May,2018-05,7,Monday,False
2018-05-08,2018,Q2,5,May,2018-05,8,Tuesday,False
2018-05-09,2018,Q2,5,May,2018-05,9,Wednesday,False
2018-05-10,2018,Q2,5,May,2018-05,10,Thursday,False
2018-05-11,2018,Q2,5,May,2018-05,11,Friday,False
2018-05-12,2018,Q2,5,May,2018-05,12,Saturday,True
2018-05-13,2018,Q2,5,May,2018-05,13,Sunday,True
2018-05-14,2018,Q2,5,May,2018-05,14,Monday,False
2018-05-15,2018,Q2,5,May,2018-05,15,Tuesday,False
2018-05-16,2018,Q2,5,May,2018-05,16,Wednesday,False
2018-05-17,2018,Q2,5,May,2018-05,17,Thursday,False
2018-05-18,2018,Q2,5,May,2018-05,18,Friday,False
2018-05-19,2018,Q2,5,May,2018-05,19,Saturday,True
2018-05-20,2018,Q2,5,May,2018-05,20,Sunday,True
2018-05-21,2018,Q2,5,May,2018-05,21,Monday,False
2018-05-22,2018,Q2,5,May,2018-05,22,Tuesday,False
2018-05-23,2018,Q2,5,May,2018-05,23,Wednesday,False
2018-05-24,2018,Q2,5,May,2018-05,24,Thursday,False
2018-05-25,2018,Q2,5,May,2018-05,25,Friday,False
2018-05-26,2018,Q2,5,May,2018-05,26,Saturday,True
2018-05-27,2018,Q2,5,May,2018-05,27,Sunday,True
2018-05-28,2018,Q2,5,May,2018-05,28,Monday,False
2018-05-29,2018,Q2,5,May,2018-05,29,Tuesday,False
2018-05-30,2018,Q2,5,May,2018-05,30,Wednesday,False
2018-05-31,2018,Q2,5,May,2018-05,31,Thursday,False
2018-06-01,2018,Q2,6,June,2018-06,1,Friday,False
2018-06-02,2018,Q2,6,June,2018-06,2,Saturday,True
2018-06-03,2018,Q2,6,June,2018-06,3,Sunday,True
2018-06-04,2018,Q2,6,June,2018-06,4,Monday,False
2018-06-05,2018,Q2,6,June,2018-06,5,Tuesday,False
2018-06-06,2018,Q2,6,June,2018-06,6,Wednesday,False
2018-06-07,2018,Q2,6,June,2018-06,7,Thursday,False
2018-06-08,2018,Q2,6,June,2018-06,8,Friday,False
2018-06-09,2018,Q2,6,June,2018-06,9,Saturday,True
2018-06-10,2018,Q2,6,June,2018-06,10,Sunday,True
2018-06-11,2018,Q2,6,June,2018-06,11,Monday,False
2018-06-12,2018,Q2,6,June,2018-06,12,Tuesday,False
2018-06-13,2018,Q2,6,June,2018-06,13,Wednesday,False
2018-06-14,2018,Q2,6,June,2018-06,14,Thursday,False
2018-06-15,2018,Q2,6,June,2018-06,15,Friday,False
2018-06-16,2018,Q2,6,June,2018-06,16,Saturday,True
2018-06-17,2018,Q2,6,June,2018-06,17,Sunday,True
2018-06-18,2018,Q2,6,June,2018-06,18,Monday,False
2018-06-19,2018,Q2,6,June,2018-06,19,Tuesday,False
2018-06-20,2018,Q2,6,June,2018-06,20,Wednesday,False
2018-06-21,2018,Q2,6,June,2018-06,21,Thursday,False
2018-06-22,2018,Q2,6,June,2018-06,22,Friday,False
2018-06-23,2018,Q2,6,June,2018-06,23,Saturday,True
2018-06-24,2018,Q2,6,June,2018-06,24,Sunday,True
2018-06-25,2018,Q2,6,June,2018-06,25,Monday,False
2018-06-26,2018,Q2,6,June,2018-06,26,Tuesday,False
2018-06-27,2018,Q2,6,June,2018-06,27,Wednesday,False
2018-06-28,2018,Q2,6,June,2018-06,28,Thursday,False
2018-06-29,2018,Q2,6,June,2018-06,29,Friday,False
2018-06-30,2018,Q2,6,June,2018-06,30,Saturday,True
2018-07-01,2018,Q3,7,July,2018-07,1,Sunday,True
2018-07-02,2018,Q3,7,July,2018-07,2,Monday,False
2018-07-03,2018,Q3,7,July,2018-07,3,Tuesday,False
2018-07-04,2018,Q3,7,July,2018-07,4,Wednesday,False
2018-07-05,2018,Q3,7,July,2018-07,5,Thursday,False
2018-07-06,2018,Q3,7,July,2018-07,6,Friday,False
2018-07-07,2018,Q3,7,July,2018-07,7,Saturday,True
2018-07-08,2018,Q3,7,July,2018-07,8,Sunday,True
2018-07-09,2018,Q3,7,July,2018-07,9,Monday,False
2018-07-10,2018,Q3,7,July,2018-07,10,Tuesday,False
2018-07-11,2018,Q3,7,July,2018-07,11,Wednesday,False
2018-07-12,2018,Q3,7,July,2018-07,12,Thursday,False
2018-07-13,2018,Q3,7,July,2018-07,13,Friday,False
2018-07-14,2018,Q3,7,July,2018-07,14,Saturday,True
2018-07-15,2018,Q3,7,July,2018-07,15,Sunday,True
2018-07-16,2018,Q3,7,July,2018-07,16,Monday,False
2018-07-17,2018,Q3,7,July,2018-07,17,Tuesday,False
2018-07-18,2018,Q3,7,July,2018-07,18,Wednesday,False
2018-07-19,2018,Q3,7,July,2018-07,19,Thursday,False
2018-07-20,2018,Q3,7,July,2018-07,20,Friday,False
2018-07-21,2018,Q3,7,July,2018-07,21,Saturday,True
2018-07-22,2018,Q3,7,July,2018-07,22,Sunday,True
2018-07-23,2018,Q3,7,July,2018-07,23,Monday,False
2018-07-24,2018,Q3,7,July,2018-07,24,Tuesday,False
2018-07-25,2018,Q3,7,July,2018-07,25,Wednesday,False
2018-07-26,2018,Q3,7,July,2018-07,26,Thursday,False
2018-07-27,2018,Q3,7,July,2018-07,27,Friday,False
2018-07-28,2018,Q3,7,July,2018-07,28,Saturday,True
2018-07-29,2018,Q3,7,July,2018-07,29,Sunday,True
2018-07-30,2018,Q3,7,July,2018-07,30,Monday,False
2018-07-31,2018,Q3,7,July,2018-07,31,Tuesday,False
2018-08-01,2018,Q3,8,August,2018-08,1,Wednesday,False
2018-08-02,2018,Q3,8,August,2018-08,2,Thursday,False
2018-08-03,2018,Q3,8,August,2018-08,3,Friday,False
2018-08-04,2018,Q3,8,August,2018-08,4,Saturday,True
2018-08-05,2018,Q3,8,August,2018-08,5,Sunday,True
2018-08-06,2018,Q3,8,August,2018-08,6,Monday,False
2018-08-07,2018,Q3,8,August,2018-08,7,Tuesday,False
2018-08-08,2018,Q3,8,August,2018-08,8,Wednesday,False
2018-08-09,2018,Q3,8,August,2018-08,9,Thursday,False
2018-08-10,2018,Q3,8,August,2018-08,10,Friday,False
2018-08-11,2018,Q3,8,August,2018-08,11,Saturday,True
2018-08-12,2018,Q3,8,August,2018-08,12,Sunday,True
2018-08-13,2018,Q3,8,August,2018-08,13,Monday,False
2018-08-14,2018,Q3,8,August,2018-08,14,Tuesday,False
2018-08-15,2018,Q3,8,August,2018-08,15,Wednesday,False
2018-08-16,2018,Q3,8,August,2018-08,16,Thursday,False
2018-08-17,2018,Q3,8,August,2018-08,17,Friday,False
2018-08-18,2018,Q3,8,August,2018-08,18,Saturday,True
2018-08-19,2018,Q3,8,August,2018-08,19,Sunday,True
2018-08-20,2018,Q3,8,August,2018-08,20,Monday,False
2018-08-21,2018,Q3,8,August,2018-08,21,Tuesday,False
2018-08-22,2018,Q3,8,August,2018-08,22,Wednesday,False
2018-08-23,2018,Q3,8,August,2018-08,23,Thursday,False
2018-08-24,2018,Q3,8,August,2018-08,24,Friday,False
2018-08-25,2018,Q3,8,August,2018-08,25,Saturday,True
2018-08-26,2018,Q3,8,August,2018-08,26,Sunday,True
2018-08-27,2018,Q3,8,August,2018-08,27,Monday,False
2018-08-28,2018,Q3,8,August,2018-08,28,Tuesday,False
2018-08-29,2018,Q3,8,August,2018-08,29,Wednesday,False
2018-08-30,2018,Q3,8,August,2018-08,30,Thursday,False
2018-08-31,2018,Q3,8,August,2018-08,31,Friday,False
2018-09-01,2018,Q3,9,September,2018-09,1,Saturday,True
2018-09-02,2018,Q3,9,September,2018-09,2,Sunday,True
2018-09-03,2018,Q3,9,September,2018-09,3,Monday,False
